종목명,종목코드,현재가,거래량,거래대금,PER,PBR,EPS,BPS,배당률
야스,255440,7000.0,20231.0,141617000.0,,,,,
양지사,030960,5040.0,1696122.0,8548454880.0,,,,,
어보브반도체,102120,7170.0,81010.0,580841700.0,,,,,
얼라인드,238120,3080.0,28852.0,88864160.0,,,,,
엄지하우스,224810,1675.0,1.0,1675.0,,,,,
에너토크,019990,4795.0,25750.0,123471250.0,,,,,
에넥스,011090,2755.0,2602234.0,7169154670.0,,,,,
에르코스,435570,6870.0,14728.0,101181360.0,,,,,
에브리봇,270660,10290.0,20724.0,213249960.0,,,,,
에스넷,038680,3410.0,82502.0,281331820.0,,,,,
에스디바이오센서,137310,6300.0,77694.0,489472200.0,,,,,
에스디생명공학,217480,499.0,0.0,0.0,,,,,
에스디시스템,121890,2050.0,102334.0,209784700.0,,,,,
SDN,099220,712.0,133452.0,95017824.0,,,,,
에스바이오메딕스,304360,18700.0,25245.0,472081500.0,,,,,
SV인베스트먼트,289080,1807.0,201334.0,363810538.0,,,,,
에스비비테크,389500,31300.0,30597.0,957686100.0,,,,,
SB성보,003080,2215.0,8718.0,19310370.0,,,,,
SBI인베스트먼트,019550,960.0,177964.0,170845440.0,,,,,
SBS,034120,11900.0,17684.0,210439600.0,,,,,
에스씨디,042110,1306.0,24560833.0,32076447898.0,,,,,
SCL사이언스,246960,1660.0,20769.0,34476540.0,,,,,
에스씨엠생명과학,298060,2615.0,11342.0,29659330.0,,,,,
에스아이리소스,065420,125.0,2691446.0,336430750.0,,,,,
에스알바이오텍,270210,14290.0,296.0,4229840.0,,,,,
에스앤더블류,103230,2590.0,5620.0,14555800.0,,,,,
에스앤디,260970,51000.0,22954.0,1170654000.0,,,,,
에스앤에스텍,101490,43800.0,146045.0,6396771000.0,,,,,
에스에너지,095910,771.0,280164.0,216006444.0,,,,,
에스에스알,275630,3950.0,17264.0,68192800.0,,,,,
SAMG엔터,419530,27600.0,28190.0,778044000.0,,,,,
에스에이엠티,031330,10570.0,603874.0,6382948180.0,,,,,
에스에이티,060540,1070.0,19392.0,20749440.0,,,,,
에스에프에이,056190,20700.0,77407.0,1602324900.0,,,,,
SFA반도체,036540,5620.0,3575905.0,20096586100.0,,,,,
S&K폴리텍,091340,2135.0,13095.0,27957825.0,,,,,
에스엘,005850,54400.0,79344.0,4316313600.0,,,,,
에스엘에스바이오,246250,1969.0,0.0,0.0,,,,,
SM Life Design,063440,1113.0,43467.0,48378771.0,,,,,
에스엠벡셀,010580,1638.0,58055.0,95094090.0,,,,,
에스엠씨지,460870,2395.0,37058.0,88753910.0,,,,,
에스엠,041510,69100.0,95602.0,6606098200.0,,,,,
SM C&C,048550,1605.0,468797.0,752419185.0,,,,,
에스엠코어,007820,2700.0,25139.0,67875300.0,,,,,
에스오에스랩,464080,7870.0,73592.0,579169040.0,,,,,
에스와이,109610,2000.0,386462.0,772924000.0,,,,,
에스와이스틸텍,365330,1501.0,345013.0,517864513.0,,,,,
에스원,012750,72100.0,53840.0,3881864000.0,,,,,
에스유앤피,019590,,,,,,,,
에스제이그룹,306040,1736.0,85948.0,149205728.0,,,,,
SJG세종,033530,6350.0,99998.0,634987300.0,,,,,
에스제이켐,217910,318.0,57.0,18126.0,,,,,
SG세계물산,004060,2440.0,131253.0,320257320.0,,,,,
SGC E&C,016250,11520.0,3528.0,40642560.0,,,,,
SGA,049470,1492.0,15470.0,23081240.0,,,,,
SGA솔루션즈,184230,1881.0,27945.0,52564545.0,,,,,
SG&G,040610,3100.0,39233.0,121622300.0,,,,,
SG,255220,1435.0,8157011.0,11705310785.0,,,,,
에스지헬스케어,398120,1934.0,14488.0,28019792.0,,,,,
SK디스커버리우,006125,38050.0,818.0,31124900.0,,,,,
SK디스커버리,006120,54500.0,32295.0,1760077500.0,,,,,
SK바이오사이언스,302440,35450.0,53806.0,1907422700.0,,,,,
SK바이오팜,326030,79400.0,108271.0,8596717400.0,,,,,
SK이터닉스,475150,52000.0,4114484.0,213953168000.0,,,,,
에스케이증권제10호스팩,457940,,,,,,,,
에스케이증권제11호스팩,472230,2080.0,1790.0,3723200.0,,,,,
에스케이증권제12호스팩,473000,2050.0,5.0,10250.0,,,,,
에스케이증권제13호스팩,473950,2030.0,5031.0,10212930.0,,,,,
에스케이증권제9호스팩,455910,,,,,,,,
SK하이닉스,000660,1842000.0,5524726.0,10176545292000.0,,,,,
에스켐,475660,3430.0,7884.0,27042120.0,,,,,
에스코넥,096630,1840.0,20229.0,37221360.0,,,,,
에스텍,069510,12750.0,5922.0,75505500.0,,,,,
에스트래픽,234300,2905.0,60961.0,177091705.0,,,,,
에스티아이,039440,24800.0,68768.0,1705446400.0,,,,,
에스티오,098660,1639.0,9114.0,14937846.0,,,,,
에스티큐브,052020,7330.0,144237.0,1057257210.0,,,,,
에스티팜,237690,124300.0,117467.0,14601148100.0,,,,,
에스폴리텍,050760,1132.0,150718.0,170612776.0,,,,,
에스퓨얼셀,288620,4030.0,11477.0,46252310.0,,,,,
에스피소프트,443670,2735.0,29624.0,81021640.0,,,,,
에스피시스템스,317830,4390.0,25454.0,111743060.0,,,,,
에스피지,058610,66000.0,82400.0,5438400000.0,,,,,
에쎈테크,043340,812.0,86782.0,70466984.0,,,,,
에쓰씨엔지니어링,023960,978.0,42404.0,41471112.0,,,,,
에어레인,163280,3405.0,27556.0,93828180.0,,,,,
에어부산,298690,1451.0,516331.0,749196281.0,,,,,
에이디칩스,054630,,,,,,,,
에이디테크놀로지,200710,29400.0,251329.0,7389072600.0,,,,,
에이럭스,475580,7080.0,42155.0,298457400.0,,,,,
에이루트,096690,5200.0,2279.0,11850800.0,,,,,
에이블씨엔씨,078520,10170.0,147403.0,1499088510.0,,,,,
에이비엘바이오,298380,75600.0,203800.0,15407280000.0,,,,,
에이비온,203400,675.0,594351.0,401186925.0,,,,,
에이비프로바이오,195990,630.0,0.0,0.0,,,,,
에이스침대,003800,32200.0,2289.0,73705800.0,,,,,
에이스테크,088800,1782.0,124061.0,221076702.0,,,,,
에이스토리,241840,2330.0,14878.0,34665740.0,,,,,
에이아이코리아,364950,4085.0,17075.0,69751375.0,,,,,
에이에스텍,453860,9690.0,8265.0,80087850.0,,,,,
에이에프더블류,312610,392.0,141679.0,55538168.0,,,,,
에이엔피,015260,435.0,5677382.0,2469661170.0,,,,,
에이엘티,172670,8760.0,19221.0,168375960.0,,,,,
에이엠시지,495900,,,,,,,,
에이원알폼,234070,919.0,1.0,919.0,,,,,
에이유브랜즈,481070,15600.0,7845.0,122382000.0,,,,,
에이리츠,140910,,,,,,,,
에이직랜드,445090,21850.0,83685.0,1828517250.0,,,,,
HDC랩스,039570,7610.0,18829.0,143288690.0,,,,,
HDC현대EP,089470,3760.0,45970.0,172847200.0,,,,,
HD한국조선해양,009540,354000.0,250109.0,88538586000.0,,,,,
HD현대건설기계,267270,130300.0,216711.0,28237443300.0,,,,,
HD현대마린솔루션,443060,201000.0,113085.0,22730085000.0,,,,,
HD현대마린엔진,071970,57600.0,156610.0,9020736000.0,,,,,
HD현대미포,010620,,,,,,,,
HD현대,267250,204500.0,119194.0,24375173000.0,,,,,
HD현대에너지솔루션,322000,110100.0,124264.0,13681466400.0,,,,,
HD현대인프라코어,042670,,,,,,,,
HD현대일렉트릭,267260,797000.0,155320.0,123790040000.0,,,,,
HD현대중공업,329180,484000.0,278722.0,134901448000.0,,,,,
에이치브이엠,295310,41600.0,80624.0,3353958400.0,,,,,
HB솔루션,297890,1665.0,283281.0,471662865.0,,,,,
HB인베스트먼트,440290,1701.0,56613.0,96298713.0,,,,,
HB테크놀러지,078150,1891.0,699031.0,1321867621.0,,,,,
에이치시티,072990,3465.0,22586.0,78260490.0,,,,,
HRS,036640,4780.0,27718.0,132492040.0,,,,,
HS화성,002460,11000.0,4799.0,52789000.0,,,,,
HS효성,487570,43800.0,3333.0,145985400.0,,,,,
HS효성첨단소재,298050,150500.0,6913.0,1040406500.0,,,,,
에이치엔에스하이텍,044990,10920.0,8356.0,91247520.0,,,,,
HLB,028300,35300.0,3528292.0,124548707600.0,,,,,
HLB글로벌,003580,1345.0,2057828.0,2767778660.0,,,,,
HLB바이오스텝,278650,2100.0,717064.0,1505834400.0,,,,,
HLB사이언스,343090,,,,,,,,
HLB생명과학,067630,2380.0,3288916.0,7827620080.0,,,,,
HLB제넥스,187420,1682.0,990687.0,1666335534.0,,,,,
HLB제약,047920,9370.0,2120959.0,19873385830.0,,,,,
HLB테라퓨틱스,115450,1854.0,3316662.0,6149091348.0,,,,,
HLB파나진,046210,1207.0,3065093.0,3699567251.0,,,,,
HLB펩,196300,4135.0,217963.0,901277005.0,,,,,
에이치엘사이언스,239610,5490.0,415.0,2278350.0,,,,,
에이치엠넥스,036170,2795.0,267198.0,746818410.0,,,,,
에이치엠씨제6호스팩,462020,,,,,,,,
에이치엠씨제7호스팩,477340,2040.0,15723.0,32074920.0,,,,,
HMM,011200,20050.0,1405959.0,28189477950.0,,,,,
에이치와이티씨,148930,3315.0,54906.0,182013390.0,,,,,
에이치이엠파마,376270,40050.0,12186.0,488049300.0,,,,,
에이치케이,044780,1266.0,10977.0,13896882.0,,,,,
HK이노엔,195940,38800.0,52679.0,2043945200.0,,,,,
HPSP,403870,42500.0,1858498.0,78986165000.0,,,,,
에이치피오,357230,2165.0,18819.0,40743135.0,,,,,
에이텀,355690,4415.0,145973.0,644470795.0,,,,,
에이테크솔루션,071670,5060.0,21631.0,109452860.0,,,,,
에이텍,045660,7730.0,9195.0,71077350.0,,,,,
에이텍모빌리티,224110,7870.0,15031.0,118293970.0,,,,,
에이티넘인베스트,021080,2140.0,175476.0,375518640.0,,,,,
에이팩트,200470,5090.0,307395.0,1564640550.0,,,,,
에이펙스인텍,207490,6600.0,1.0,6600.0,,,,,
에이프로,262260,2855.0,54424.0,155380520.0,,,,,
에이프로젠바이오로직스,003060,2080.0,71499.0,148717920.0,,,,,
에이프로젠,007460,2300.0,104393.0,240103900.0,,,,,
에이프릴바이오,397030,25200.0,86346.0,2175919200.0,,,,,
에이플러스에셋,244920,11710.0,31921.0,373794910.0,,,,,
AP시스템,265520,19790.0,49422.0,978061380.0,,,,,
에이피알,278470,393000.0,184615.0,72553695000.0,,,,,
APS,054620,4200.0,39123.0,164316600.0,,,,,
AP위성,211270,7870.0,54023.0,425161010.0,,,,,
AP헬스케어,109960,1699.0,3743.0,6359357.0,,,,,
에치에프알,230240,16820.0,202542.0,3406756440.0,,,,,
에코글로우,159910,3135.0,14268.0,44730180.0,,,,,
에코마케팅,230360,,,,,,,,
에코바이오,038870,2125.0,63118.0,134125750.0,,,,,
에코볼트,097780,1421.0,28059.0,39871839.0,,,,,
에코아이,448280,7580.0,14476.0,109728080.0,,,,,
에코앤드림,101360,6920.0,40922.0,283180240.0,,,,,
에코캡,128540,1307.0,24474.0,31987518.0,,,,,
에코프로,086520,80000.0,772824.0,61825920000.0,,,,,
에코프로머티,450080,36500.0,243043.0,8871069500.0,,,,,
에코프로비엠,247540,112400.0,290976.0,32705702400.0,,,,,
에코프로에이치엔,383310,25800.0,161172.0,4158237600.0,,,,,
에코플라스틱,038110,1960.0,165685.0,324742600.0,,,,,
에프알텍,073540,2110.0,44552.0,94004720.0,,,,,
에프앤가이드,064850,21200.0,24010.0,509012000.0,,,,,
FSN,214270,1377.0,37449.0,51567273.0,,,,,
에프에스티,036810,21750.0,62882.0,1367683500.0,,,,,
에프엔씨엔터,173940,2115.0,23611.0,49937265.0,,,,,
에프엔에스테크,083500,13900.0,63834.0,887292600.0,,,,,
에피바이오텍,446440,12740.0,401.0,5108740.0,,,,,
엑사이엔씨,054940,788.0,5373444.0,4234273872.0,,,,,
엑세스바이오,950130,2305.0,23196.0,53466780.0,,,,,
엑셀세라퓨틱스,373110,1184.0,42012.0,49742208.0,,,,,
엑셈,205100,1594.0,298665.0,476072010.0,,,,,
엑스게이트,356680,10840.0,327013.0,3544820920.0,,,,,
엑스큐어,070300,1793.0,721559.0,1293755287.0,,,,,
엑스페릭스,317770,2185.0,97455.0,212939175.0,,,,,
엑스플러스,373200,1407.0,1033445.0,1454057115.0,,,,,
엑시온그룹,069920,949.0,1432312.0,1359264088.0,,,,,
엑시콘,092870,16470.0,275118.0,4531193460.0,,,,,
엑시큐어하이트론,019490,541.0,0.0,0.0,,,,,
엔바이오니아,317870,3995.0,95527.0,381630365.0,,,,,
엔브이에이치코리아,067570,1826.0,52554.0,95963604.0,,,,,
엔비티,236810,1020.0,47419.0,48367380.0,,,,,
엔솔바이오사이언스,140610,12220.0,4300.0,52546000.0,,,,,
엔시스,333620,5390.0,3174.0,17107860.0,,,,,
엔시트론,101400,1728.0,157402.0,271990656.0,,,,,
엔씨소프트,036570,223000.0,86310.0,19247130000.0,,,,,
엔에스엠,238170,,,,,,,,
엔에스이엔엠,078860,2745.0,7175.0,19695375.0,,,,,
엔에스컴퍼니,224760,2305.0,0.0,0.0,,,,,
엔에이치스팩27호,440820,,,,,,,,
엔에이치스팩29호,451700,,,,,,,,
엔에이치스팩30호,466910,,,,,,,,
엔에이치스팩31호,481890,2080.0,3551.0,7386080.0,,,,,
NHN벅스,104200,2630.0,30006.0,78915780.0,,,,,
NHN KCP,060250,12420.0,154612.0,1920281040.0,,,,,
NH올원리츠,400760,2985.0,43753.0,130602705.0,,,,,
NH투자증권우,005945,24900.0,28663.0,713708700.0,,,,,
NH투자증권,005940,31000.0,437936.0,13576016000.0,,,,,
엔에프씨,265740,5120.0,89622.0,458864640.0,,,,,
NE능률,053290,1741.0,113772.0,198077052.0,,,,,
엔젠바이오,354200,1668.0,59179.0,98710572.0,,,,,
엔젤로보틱스,455900,16470.0,22126.0,364415220.0,,,,,
엔젯,419080,3730.0,48626.0,181374980.0,,,,,
엔지브이아이,093510,529.0,0.0,0.0,,,,,
엔지스테크널러지,208860,973.0,39752.0,38678696.0,,,,,
엔지켐생명과학,183490,990.0,0.0,0.0,,,,,
엔케이,085310,8020.0,23575.0,189071500.0,,,,,
엔케이맥스,182400,3670.0,0.0,0.0,,,,,
엔켐,348370,23450.0,657263.0,15412817350.0,,,,,
엔텔스,069410,2840.0,37809.0,107377560.0,,,,,
엔투텍,227950,1149.0,73719.0,84703131.0,,,,,
엔피,291230,641.0,425680.0,272860880.0,,,,,
NPX,222160,,,,,,,,
엔피케이,048830,1068.0,181340.0,193671120.0,,,,,
엘디티,096870,2375.0,91194.0,216585750.0,,,,,
엘리비젼,276240,509.0,4.0,2036.0,,,,,
엘브이엠씨홀딩스,900140,1272.0,653172.0,830834784.0,,,,,
LB세미콘,061970,4070.0,132081.0,537569670.0,,,,,
LB인베스트먼트,309960,4115.0,32910.0,135424650.0,,,,,
엘앤씨바이오,290650,71000.0,185022.0,13136562000.0,,,,,
엘앤에프,066970,92000.0,242546.0,22314232000.0,,,,,
엘앤케이바이오,156100,4355.0,87928.0,382926440.0,,,,,
LS마린솔루션,060370,26800.0,73057.0,1957927600.0,,,,,
LS머트리얼즈,417200,11510.0,531072.0,6112638720.0,,,,,
LS증권,078020,6520.0,77890.0,507842800.0,,,,,
LS티라유텍,322180,3860.0,113012.0,436226320.0,,,,,
엘에이티,311060,3455.0,1003.0,3465365.0,,,,,
LX하우시스우,108675,16400.0,1138.0,18663200.0,,,,,
LX하우시스,108670,31550.0,25693.0,810614150.0,,,,,
LX홀딩스1우,38380K,7250.0,291.0,2109750.0,,,,,
LX홀딩스,383800,7670.0,79108.0,606758360.0,,,,,
엘엠에스,073110,5110.0,1008.0,5150880.0,,,,,
엘오티베큠,083310,8860.0,73386.0,650199960.0,,,,,
LG씨엔에스,064400,65000.0,713626.0,46385690000.0,,,,,
LG헬로비전,037560,1565.0,156984.0,245679960.0,,,,,
엘컴텍,037950,2915.0,7523.0,21929545.0,,,,,
LK삼양,225190,635.0,194975.0,123809125.0,,,,,
엘케이켐,489500,19150.0,17113.0,327713950.0,,,,,
엘티씨,170920,55000.0,272943.0,15011865000.0,,,,,
M83,476080,3490.0,15525.0,54182250.0,,,,,
엠게임,058630,4800.0,91792.0,440601600.0,,,,,
엠디바이스,226590,11590.0,37639.0,436236010.0,,,,,
엠로,058970,14150.0,22656.0,320582400.0,,,,,
엠씨넥스,097520,17850.0,38367.0,684850950.0,,,,,
엠아이큐브솔루션,373170,1580.0,11565.0,18272700.0,,,,,
엠아이텍,179290,4820.0,457240.0,2203896800.0,,,,,
엠앤씨솔루션,484870,23000.0,27520.0,632960000.0,,,,,
엠에스씨,009780,6040.0,6231.0,37635240.0,,,,,
엠에스오토텍,123040,1580.0,50600.0,79948000.0,,,,,
엠에프씨,432980,2800.0,17002.0,47605600.0,,,,,
엠오티,413390,6310.0,20690.0,130553900.0,,,,,
엠젠솔루션,032790,926.0,47098.0,43612748.0,,,,,
엠케이전자,033160,16030.0,642546.0,10300012380.0,,,,,
엠투아이,347890,4165.0,7781.0,32407865.0,,,,,
엠투엔,033310,1320.0,64404.0,85013280.0,,,,,
엠플러스,259630,9400.0,43039.0,404566600.0,,,,,
엣지파운드리,105550,397.0,180182.0,71532254.0,,,,,
영림원소프트랩,060850,5250.0,3719.0,19524750.0,,,,,
영보화학,014440,4530.0,4377.0,19827810.0,,,,,
영우디에스피,143540,1005.0,115045.0,115620225.0,,,,,
영원무역,111770,86900.0,92357.0,8025823300.0,,,,,
영원무역홀딩스,009970,191200.0,12482.0,2386558400.0,,,,,
영진약품,003520,1221.0,354633.0,433006893.0,,,,,
영풍,000670,36400.0,14506.0,528018400.0,,,,,
영풍제지,006740,903.0,23252.0,20996556.0,,,,,
영화금속,012280,832.0,156378.0,130106496.0,,,,,
영화테크,265560,7030.0,11390.0,80071700.0,,,,,
영흥,012160,2395.0,322988.0,773556260.0,,,,,
예림당,036000,2775.0,16169.0,44868975.0,,,,,
예선테크,250930,370.0,0.0,0.0,,,,,
예스24,053280,3380.0,232218.0,784896840.0,,,,,
예스티,122640,28750.0,241253.0,6936023750.0,,,,,
오가노이드사이언스,476040,7690.0,16356.0,125777640.0,,,,,
오가닉티코스메틱,900300,2040.0,538829.0,1099211160.0,,,,,
오건에코텍,212310,635.0,0.0,0.0,,,,,
오공,045060,2200.0,13420.0,29524000.0,,,,,
오늘이엔엠,192410,3665.0,499352.0,1830125080.0,,,,,
오디텍,080520,2920.0,3939.0,11501880.0,,,,,
오뚜기,007310,313000.0,3097.0,969361000.0,,,,,
오로라,039830,18930.0,19399.0,367223070.0,,,,,
오로스테크놀로지,322310,18050.0,74579.0,1346150950.0,,,,,
오르비텍,046120,4585.0,183588.0,841750980.0,,,,,
오름테라퓨틱,475830,45400.0,61250.0,2780750000.0,,,,,
오리엔탈정공,014940,4490.0,244615.0,1098321350.0,,,,,
오리엔트바이오,002630,885.0,171677.0,151934145.0,,,,,
오리엔트정공,065500,1120.0,108849.0,121910880.0,,,,,
오리온,271560,128400.0,102380.0,13145592000.0,,,,,
오리온홀딩스,001800,26050.0,82393.0,2146337650.0,,,,,
오리콤,010470,4775.0,11976.0,57185400.0,,,,,
오브젠,417860,6350.0,8862.0,56273700.0,,,,,
오비고,352910,3830.0,25483.0,97599890.0,,,,,
오상자이엘,053980,2505.0,17193.0,43068465.0,,,,,
오상헬스케어,036220,6050.0,4653.0,28150650.0,,,,,
오성첨단소재,052420,9060.0,46102.0,417684120.0,,,,,
오션스바이오,332190,2630.0,0.0,0.0,,,,,
오션인더블유,052300,1510.0,62855.0,94911050.0,,,,,
오스코텍,039200,30150.0,110418.0,3329102700.0,,,,,
오스템,031510,1094.0,63908.0,69915352.0,,,,,
OCI홀딩스,010060,194300.0,94779.0,18415559700.0,,,,,
오에스피,368970,2310.0,24203.0,55908930.0,,,,,
오이솔루션,138080,19450.0,87543.0,1702711350.0,,,,,
오킨스전자,080580,13260.0,129691.0,1719702660.0,,,,,
오텍,067170,2570.0,1249278.0,3210644460.0,,,,,
오토앤,353590,1594.0,21604.0,34436776.0,,,,,
오파스넷,173130,6180.0,35357.0,218506260.0,,,,,
오픈베이스,049480,1815.0,262661.0,476729715.0,,,,,
오픈엣지테크놀로지,394280,10430.0,63821.0,665653030.0,,,,,
오하임앤컴퍼니,309930,870.0,60197.0,52371390.0,,,,,
온코닉테라퓨틱스,476060,14500.0,3869270.0,56104415000.0,,,,,
온코크로스,382150,3300.0,22019.0,72662700.0,,,,,
온타이드,005320,827.0,33967.0,28090709.0,,,,,
올리패스,244460,1651.0,0.0,0.0,,,,,
올릭스,226950,136600.0,243912.0,33318379200.0,,,,,
옴니시스템,057540,938.0,399213.0,374461794.0,,,,,
옵투스제약,131030,5580.0,95449.0,532605420.0,,,,,
옵트론텍,082210,1921.0,176374.0,338814454.0,,,,,
옵티시스,109080,8160.0,6238.0,50902080.0,,,,,
옵티코어,380540,8450.0,0.0,0.0,,,,,
옵티팜,153710,4700.0,17368.0,81629600.0,,,,,
YW,051390,3825.0,351.0,1342575.0,,,,,
와이랩,432430,2070.0,3802.0,7870140.0,,,,,
와이바이오로직스,338840,10100.0,30937.0,312463700.0,,,,,
YBM넷,057030,2190.0,2349.0,5144310.0,,,,,
와이솔,122990,6240.0,60168.0,375448320.0,,,,,
와이씨,232140,9980.0,599588.0,5983888240.0,,,,,
와이씨켐,112290,9990.0,96096.0,959999040.0,,,,,
와이어블,065530,1077.0,101807.0,109646139.0,,,,,
와이엔텍,067900,6040.0,60127.0,363167080.0,,,,,
와이엠,007530,1856.0,15972.0,29644032.0,,,,,
와이엠씨,155650,2890.0,11697.0,33804330.0,,,,,
와이엠텍,273640,4995.0,19655.0,98176725.0,,,,,
와이엠티,251370,9240.0,47837.0,442013880.0,,,,,
와이제이링크,209640,3165.0,244832.0,774893280.0,,,,,
와이즈넛,096250,6070.0,26872.0,163113040.0,,,,,
와이즈버즈,273060,816.0,70924.0,57873984.0,,,,,
와이지-원,019210,23100.0,586582.0,13550044200.0,,,,,
와이지엔터테인먼트,122870,40200.0,58255.0,2341851000.0,,,,,
YG PLUS,037270,3270.0,130735.0,427503450.0,,,,,
와이투솔루션,011690,3140.0,127043.0,398915020.0,,,,,
YTN,040300,2020.0,42266.0,85377320.0,,,,,
와토스코리아,079000,4555.0,21703.0,98857165.0,,,,,
우리금융지주,316140,31500.0,1990997.0,62716405500.0,,,,,
우리기술,032820,9850.0,2335674.0,23006388900.0,,,,,
우리기술투자,041190,4470.0,267174.0,1194267780.0,,,,,
우리넷,115440,7130.0,83725.0,596959250.0,,,,,
우리로,046970,4440.0,485944.0,2157591360.0,,,,,
우리바이오,082850,1111.0,35306.0,39224966.0,,,,,
우리산업,215360,6400.0,8723.0,55827200.0,,,,,
우리산업홀딩스,072470,2325.0,31641.0,73565325.0,,,,,
우리손에프앤지,073560,1542.0,229064.0,353216688.0,,,,,
우리엔터프라이즈,037400,706.0,64087.0,45245422.0,,,,,
우리이앤엘,153490,450.0,54401.0,24480450.0,,,,,
우림피티에스,101170,6840.0,39522.0,270330480.0,,,,,
우성,006980,15890.0,1116.0,17733240.0,,,,,
우수AMS,066590,2525.0,72504.0,183072600.0,,,,,
우신시스템,017370,4230.0,16201.0,68530230.0,,,,,
우양,103840,1972.0,56783.0,111976076.0,,,,,
우양에이치씨,101970,10450.0,9835.0,102775750.0,,,,,
우원개발,046940,3120.0,228972.0,714392640.0,,,,,
우정바이오,215380,2335.0,52160.0,121793600.0,,,,,
우주일렉트로,065680,30900.0,16596.0,512816400.0,,,,,
우진,105840,13700.0,83643.0,1145909100.0,,,,,
우진비앤지,018620,2510.0,17289.0,43395390.0,,,,,
우진아이엔에스,010400,4035.0,9561.0,38578635.0,,,,,
우진엔텍,457550,14510.0,38393.0,557082430.0,,,,,
우진플라임,049800,1713.0,9940.0,17027220.0,,,,,
웅진,016880,2095.0,182374.0,382073530.0,,,,,
웅진씽크빅,095720,1301.0,125619.0,163430319.0,,,,,
워트,396470,5270.0,25936.0,136682720.0,,,,,
원림,005820,13840.0,262.0,3626080.0,,,,,
원바이오젠,307280,5300.0,4161.0,22053300.0,,,,,
원익,032940,5960.0,67365.0,401495400.0,,,,,
원익머트리얼즈,104830,34700.0,63167.0,2191894900.0,,,,,
원익IPS,240810,140700.0,1774585.0,249684109500.0,,,,,
원익큐브,014190,1176.0,56446.0,66380496.0,,,,,
원익QnC,074600,29000.0,207288.0,6011352000.0,,,,,
원익피앤이,217820,1838.0,187959.0,345468642.0,,,,,
원익홀딩스,030530,16790.0,429148.0,7205394920.0,,,,,
원일특강,012620,6750.0,2905.0,19608750.0,,,,,
원일티엔아이,136150,7470.0,15662.0,116995140.0,,,,,
원준,382840,4535.0,30373.0,137741555.0,,,,,
원텍,336570,5320.0,438653.0,2333633960.0,,,,,
원티드랩,376980,2580.0,71883.0,185458140.0,,,,,
원포유,122830,960.0,14836.0,14242560.0,,,,,
원풍,008370,4785.0,3018.0,14441130.0,,,,,
원풍물산,008290,338.0,1850959.0,625624142.0,,,,,
월덱스,101160,31300.0,142506.0,4460437800.0,,,,,
웨이버스,336060,590.0,0.0,0.0,,,,,
웨이브일렉트로,095270,3740.0,37959.0,141966660.0,,,,,
웨이비스,289930,7740.0,59049.0,457039260.0,,,,,
웰바이오텍,010600,,,,,,,,
웰크론,065950,1318.0,8457737.0,11147297366.0,,,,,
웰크론한텍,076080,1004.0,53891.0,54106564.0,,,,,
웰킵스하이텍,043590,1163.0,113861.0,132420343.0,,,,,
웹스,196700,1290.0,685987.0,884923230.0,,,,,
웹젠,069080,11290.0,44902.0,506943580.0,,,,,
웹케시,053580,6190.0,31004.0,191914760.0,,,,,
위너스,479960,6390.0,2419.0,15457410.0,,,,,
위니아에이드,377460,4080.0,0.0,0.0,,,,,
위닉스,044340,5050.0,5724801.0,28910245050.0,,,,,
위더스제약,330350,6400.0,1170350.0,7490240000.0,,,,,
위드텍,348350,9460.0,51584.0,487984640.0,,,,,
위메이드,112040,16640.0,113860.0,1894630400.0,,,,,
위메이드맥스,101730,4345.0,359293.0,1561128085.0,,,,,
위메이드플레이,123420,6050.0,25997.0,157281850.0,,,,,
위세아이텍,065370,2805.0,16047.0,45011835.0,,,,,
위월드,140660,766.0,200.0,153200.0,,,,,
위즈코프,038620,2025.0,164266.0,332638650.0,,,,,
위지윅스튜디오,299900,233.0,0.0,0.0,,,,,
위지트,036090,1298.0,249264.0,323544672.0,,,,,
위츠,459100,4055.0,8433.0,34195815.0,,,,,
윈스테크넷,136540,10310.0,14600.0,150526000.0,,,,,
윈팩,097800,1980.0,51997.0,102954060.0,,,,,
윈하이텍,192390,1860.0,20807.0,38701020.0,,,,,
윌비스,008600,2620.0,0.0,0.0,,,,,
윙스풋,335870,973.0,30358.0,29538334.0,,,,,
윙입푸드,900340,1287.0,19525.0,25128675.0,,,,,
유니드,014830,62600.0,9655.0,604403000.0,,,,,
유니드비티플러스,446070,3275.0,48487.0,158794925.0,,,,,
유니셈,036200,8470.0,137785.0,1167038950.0,,,,,
유니슨,018000,892.0,508783.0,453834436.0,,,,,
유니온머티리얼,047400,1025.0,135925.0,139323125.0,,,,,
유니온바이오메트릭스,203450,2710.0,12902.0,34964420.0,,,,,
유니온,000910,2905.0,40879.0,118753495.0,,,,,
유니켐,011330,3870.0,46892.0,181472040.0,,,,,
유니퀘스트,077500,5570.0,55583.0,309597310.0,,,,,
유니크,011320,3525.0,16836.0,59346900.0,,,,,
유니테스트,086390,10260.0,99326.0,1019084760.0,,,,,
유니테크노,241690,2500.0,29373.0,73432500.0,,,,,
유니트론텍,142210,5470.0,115344.0,630931680.0,,,,,
유니포인트,121060,849.0,991.0,841359.0,,,,,
유디엠텍,389680,1662.0,43354.0,72054348.0,,,,,
유라클,088340,6420.0,8945.0,57426900.0,,,,,
유라테크,048430,5720.0,7587.0,43397640.0,,,,,
유바이오로직스,206650,7980.0,96299.0,768466020.0,,,,,
